"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Day,Gender,Age,Text,"Amount spent (USD)",Reach,Impressions,Starts,Ends,"Attribution setting",Frequency,"Result type",Results,"CPC (cost per link click)","CTR (all)","CPM (cost per 1,000 impressions)","Result rate",Views,"Clicks (all)","CPC (all)","Video average play time","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per post engagement",ThruPlays,"Video plays","3-second video plays","Unique 2-second continuous video plays","Link clicks","Cost per ThruPlay","Cost per 3-second video play","Cost per 2-second continuous video play","CTR (link click-through rate)","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Instagram profile visits","Cost per app activation","App installs","Cost per app install","App activations conversion value","App activations","Purchase ROAS (return on ad spend)","Ratings submitted","Mobile app installs","In-app sessions conversion value","In-app sessions","In-app purchases","In-app registrations completed","In-app trials started","In-app subscriptions conversion value","Purchases rate per landing page views","Purchases rate per link clicks","Landing page views rate per link clicks","Results rate per link clicks","Unique outbound clicks","Outbound clicks","Unique outbound CTR (click-through rate)","Unique clicks (all)","Cost per unique click (all)","Cost per unique outbound click","Cost per outbound click","Cost per unique link click","Reporting starts","Reporting ends"
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,male,55-64,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",0.4,8,8,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,50,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,male,45-54,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",2.4,11,12,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.09090909,onb_initiate_checkout,,,8.33333333,200,,,1,2.4,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,male,65+,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",0.42,6,6,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,70,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,female,65+,"The books are not the problem. The format is.

Bookster gives you the key ideas from every book in 15 minutes — structured, clear, actually retained. For less than the price of a paperback a month.

Read less. Keep more. Start free.",0.42,3,4,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.33333333,onb_initiate_checkout,,,0,105,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,male,35-44,"Bookster gives you the key ideas in 15 minutes — structured, retained, actually used.
Start free at app.bookster.ai",0.21,3,3,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,70,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,male,45-54,"The books are not the problem. The format is.

Bookster gives you the key ideas from every book in 15 minutes — structured, clear, actually retained. For less than the price of a paperback a month.

Read less. Keep more. Start free.",0.2,3,3,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,66.66666667,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,female,55-64,"The books are not the problem. The format is.

Bookster gives you the key ideas from every book in 15 minutes — structured, clear, actually retained. For less than the price of a paperback a month.

Read less. Keep more. Start free.",0.13,7,8,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.14285714,onb_initiate_checkout,,,0,16.25,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,male,55-64,"The books are not the problem. The format is.

Bookster gives you the key ideas from every book in 15 minutes — structured, clear, actually retained. For less than the price of a paperback a month.

Read less. Keep more. Start free.",0.74,2,3,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.5,onb_initiate_checkout,,,0,246.66666667,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,female,25-34,"The books are not the problem. The format is.

Bookster gives you the key ideas from every book in 15 minutes — structured, clear, actually retained. For less than the price of a paperback a month.

Read less. Keep more. Start free.",1.1,9,12,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.33333333,onb_initiate_checkout,,,0,91.66666667,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,male,25-34,"The books are not the problem. The format is.

Bookster gives you the key ideas from every book in 15 minutes — structured, clear, actually retained. For less than the price of a paperback a month.

Read less. Keep more. Start free.",0.78,5,5,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,156,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,female,35-44,"The books are not the problem. The format is.

Bookster gives you the key ideas from every book in 15 minutes — structured, clear, actually retained. For less than the price of a paperback a month.

Read less. Keep more. Start free.",2.21,21,22,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.04761905,onb_initiate_checkout,,,0,100.45454545,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,female,45-54,"The books are not the problem. The format is.

Bookster gives you the key ideas from every book in 15 minutes — structured, clear, actually retained. For less than the price of a paperback a month.

Read less. Keep more. Start free.",4.81,25,32,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.28,onb_initiate_checkout,,4.81,3.125,150.3125,,,1,4.81,,,,,,,4.81,,,,,1,,,,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,male,35-44,"The books are not the problem. The format is.

Bookster gives you the key ideas from every book in 15 minutes — structured, clear, actually retained. For less than the price of a paperback a month.

Read less. Keep more. Start free.",0.28,4,4,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,70,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,unknown,45-54,"The books are not the problem. The format is.

Bookster gives you the key ideas from every book in 15 minutes — structured, clear, actually retained. For less than the price of a paperback a month.

Read less. Keep more. Start free.",0.04,1,1,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,40,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,male,18-24,"The books are not the problem. The format is.

Bookster gives you the key ideas from every book in 15 minutes — structured, clear, actually retained. For less than the price of a paperback a month.

Read less. Keep more. Start free.",0.01,1,1,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,male,65+,"The books are not the problem. The format is.

Bookster gives you the key ideas from every book in 15 minutes — structured, clear, actually retained. For less than the price of a paperback a month.

Read less. Keep more. Start free.",0.17,4,4,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,42.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,unknown,45-54,"Bookster gives you the key ideas in 15 minutes — structured, retained, actually used.
Start free at app.bookster.ai",0.01,1,1,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,45-54,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",2.01,14,14,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,143.57142857,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-07-12,male,25-34,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.09,5,8,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.6,onb_initiate_checkout,,,0,11.25,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,male,25-34,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",0.64,7,7,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,91.42857143,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,35-44,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",0.56,5,6,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.2,onb_initiate_checkout,,,0,93.33333333,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,male,65+,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.76,4,4,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,190,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,male,35-44,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.12,3,3,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,40,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,male,25-34,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.08,5,5,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,16,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,55-64,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.02,1,1,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,20,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,male,18-24,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.08,3,3,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,26.66666667,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,45-54,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.16,5,5,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,32,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,25-34,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.12,5,5,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,18-24,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.28,11,12,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.09090909,onb_initiate_checkout,,,0,23.33333333,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,male,45-54,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.09,3,3,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,male,55-64,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.07,2,2,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,35,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,35-44,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.33,7,8,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.14285714,onb_initiate_checkout,,,0,41.25,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,unknown,35-44,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0,1,1,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,unknown,45-54,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0,1,2,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",2,onb_initiate_checkout,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,male,18-24,"Bookster gives you the key ideas in 15 minutes — structured, retained, actually used.
Start free at app.bookster.ai",0.14,4,4,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,35,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,25-34,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.91,27,29,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.07407407,onb_initiate_checkout,,0.455,6.89655172,31.37931034,,,2,0.455,,,,,,,0.455,,,,,2,,,,6.89655172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,45-54,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",1.6,34,50,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.47058824,onb_initiate_checkout,,0.32,8,32,,,4,0.4,,,,,,,0.32,,,,,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,35-44,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",3.09,49,62,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.26530612,onb_initiate_checkout,,3.09,1.61290323,49.83870968,,,1,3.09,,,,,,,3.09,,,,,1,,,,1.61290323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,55-64,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",1.8,21,27,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.28571429,onb_initiate_checkout,,1.8,3.7037037,66.66666667,,,1,1.8,,,,,,,1.8,,,,,1,,,,3.7037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,male,35-44,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.55,15,23,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.53333333,onb_initiate_checkout,,,0,23.91304348,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,male,55-64,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.26,6,7,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.16666667,onb_initiate_checkout,,,0,37.14285714,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,65+,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",2.59,13,17,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.30769231,onb_initiate_checkout,,1.295,11.76470588,152.35294118,,,2,1.295,,,,,,,1.295,,,,,2,,,,11.76470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,male,65+,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.41,5,12,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",2.4,onb_initiate_checkout,,,0,34.16666667,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,male,45-54,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.72,10,11,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.1,onb_initiate_checkout,,0.72,9.09090909,65.45454545,,,1,0.72,,,,,,,0.72,,,,,1,,,,9.09090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,female,18-24,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.1,12,13,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.08333333,onb_initiate_checkout,,,0,7.69230769,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,unknown,18-24,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.07,1,1,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,onb_initiate_checkout,,,0,70,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
